n,k=3_total_error,k=3_p_fail,k=4_total_error,k=4_p_fail,k=5_total_error,k=5_p_fail
81,1.22301,0.705657,1.01352,0.637059,0.936203,0.607886
82,1.0992,0.666862,0.979209,0.624392,0.865128,0.579002
83,1.17854,0.692272,1.04436,0.648083,0.961016,0.617496
84,1.10561,0.668991,0.963223,0.618339,0.776116,0.53981
85,1.24806,0.712939,1.06918,0.656711,0.993936,0.629883
86,1.14656,0.682272,0.996165,0.630707,0.955355,0.615324
87,1.23613,0.709493,1.08985,0.663735,1.01874,0.63895
88,1.00674,0.634592,0.862267,0.577796,0.866409,0.579541
89,1.2367,0.709659,1.08816,0.663164,1.04158,0.647102
90,1.14134,0.680609,1.07629,0.659141,0.986703,0.627196
91,1.22468,0.706148,1.13125,0.677371,1.03586,0.645079
92,1.0175,0.638503,0.976969,0.62355,0.936303,0.607925
93,1.36743,0.745238,1.1316,0.677484,1.13378,0.678185
94,1.24979,0.713435,1.04233,0.647367,1.00772,0.634951
95,1.2092,0.701563,1.19496,0.697284,1.09343,0.664934
96,1.00413,0.633637,0.959555,0.616937,0.880066,0.585245
97,1.49013,0.774658,1.21794,0.704161,1.12427,0.675111
98,1.41321,0.756638,1.13674,0.679136,1.06138,0.654022
99,1.50476,0.77793,1.21202,0.702403,1.13484,0.678526
100,1.38104,0.748683,0.996667,0.630892,0.964263,0.618736
101,1.61501,0.801111,1.25109,0.713807,1.25511,0.714955
102,1.48713,0.77398,1.14142,0.680636,1.16184,0.687089
103,1.52785,0.782998,1.29414,0.725865,1.23321,0.708646
104,1.23945,0.710457,1.08298,0.661416,1.10543,0.668931
105,1.61369,0.800848,1.3495,0.74063,1.26813,0.718644
106,1.54059,0.785745,1.23378,0.708811,1.22366,0.705847
107,1.57747,0.793502,1.3783,0.747993,1.30316,0.728329
108,1.41508,0.757093,1.26877,0.718822,1.17326,0.690642
109,1.6246,0.80301,1.41532,0.757151,1.3787,0.748095
110,1.57594,0.793186,1.32808,0.735016,1.26498,0.717754
111,1.57218,0.792408,1.42988,0.760662,1.36072,0.743524
112,1.28165,0.722421,1.1252,0.675413,1.11905,0.67341
113,1.74321,0.825042,1.46683,0.769345,1.31226,0.73079
114,1.68846,0.815196,1.38165,0.748837,1.33894,0.737878
115,1.83524,0.840425,1.4997,0.776802,1.37374,0.746843
116,1.55897,0.789648,1.26619,0.718096,1.25403,0.714648
117,1.77458,0.830446,1.48785,0.774143,1.46554,0.769047
118,1.76464,0.828751,1.40888,0.755584,1.43529,0.761954
119,1.92349,0.853904,1.67132,0.812002,1.56976,0.791904
120,1.44594,0.764476,1.31991,0.732842,1.32004,0.732874
121,1.89334,0.849431,1.54768,0.78726,1.43792,0.76258
122,1.75925,0.827826,1.37501,0.747163,1.39137,0.751265
123,1.90183,0.850704,1.54397,0.786468,1.41612,0.757346
124,1.57072,0.792104,1.33883,0.737847,1.34089,0.738387
125,1.88996,0.848922,1.64403,0.8068,1.5037,0.777693
126,1.77022,0.829705,1.48155,0.772715,1.35953,0.743219
127,1.83947,0.841098,1.60378,0.798865,1.48184,0.77278
128,1.53086,0.783651,1.24407,0.71179,1.24411,0.711803
129,2.02895,0.868526,1.71791,0.820559,1.4841,0.773293
130,1.84198,0.841497,1.66529,0.810864,1.45992,0.767744
131,2.0658,0.873283,1.80565,0.835633,1.54362,0.786394
132,1.78153,0.83162,1.5864,0.795338,1.37701,0.747669
133,2.05,0.871265,1.83458,0.840319,1.63334,0.804725
134,2.01359,0.866491,1.719,0.820756,1.55831,0.789508
135,2.25771,0.895411,1.87969,0.847363,1.70509,0.818243
136,1.78651,0.832455,1.49974,0.776813,1.39618,0.752459
137,2.15862,0.884515,1.79461,0.833808,1.66462,0.810736
138,2.05308,0.871662,1.72168,0.821234,1.5977,0.79764
139,2.21374,0.890708,1.93929,0.856194,1.68553,0.814654
140,1.90097,0.850577,1.66923,0.811607,1.57974,0.793972
141,2.27927,0.897641,1.97841,0.86171,1.72429,0.821701
142,2.0862,0.875842,1.8241,0.838637,1.68991,0.815463
143,2.34857,0.904494,2.04376,0.87046,1.78994,0.833029
144,1.81854,0.837738,1.54607,0.786916,1.49112,0.77488
145,2.20077,0.889282,1.98536,0.862668,1.81246,0.836749
146,2.07073,0.873906,1.86358,0.844883,1.69679,0.816729
147,2.22544,0.89198,1.98155,0.862145,1.89636,0.849885
148,2.11394,0.879239,1.71341,0.81975,1.65248,0.808425
149,2.38854,0.908237,2.05117,0.871416,1.86202,0.844642
150,2.18934,0.888009,1.82763,0.839206,1.82983,0.839559
151,2.48031,0.916282,2.05959,0.872493,1.99489,0.863971
152,2.02943,0.86859,1.68381,0.814336,1.64519,0.807024
153,2.36907,0.906433,2.06612,0.873324,2.05181,0.871497
154,2.3165,0.901382,1.8691,0.845738,1.86309,0.844807
155,2.54837,0.921791,2.1132,0.879149,1.91421,0.852542
156,2.18677,0.887721,1.92043,0.853455,1.78606,0.83238
157,2.59134,0.92508,2.20919,0.890211,1.91638,0.852861
158,2.38021,0.907469,1.98789,0.863016,1.86185,0.844615
159,2.60386,0.926012,2.13638,0.881919,1.90277,0.850845
160,1.87644,0.846865,1.57754,0.793517,1.66704,0.811196
161,2.60634,0.926196,2.28305,0.898028,2.11427,0.879279
162,2.2793,0.897644,2.13694,0.881985,2.06174,0.872768
163,2.49693,0.917662,2.36271,0.905836,2.05594,0.872027
164,2.2695,0.896636,1.98694,0.862886,1.95432,0.858339
165,2.74927,0.936025,2.23702,0.893224,2.14763,0.883239
166,2.53202,0.920502,2.11526,0.879399,2.14401,0.882817
167,2.51379,0.91904,2.47938,0.916205,2.10562,0.87823
168,2.19908,0.889095,1.99795,0.864386,1.86575,0.84522
169,2.70948,0.933429,2.39648,0.908962,2.23574,0.893087
170,2.64871,0.929258,2.19138,0.888237,2.11216,0.879024
171,2.70782,0.933318,2.41317,0.910469,2.29323,0.89906
172,2.40332,0.909583,2.03721,0.869608,2.02899,0.868532
173,2.85046,0.942182,2.46838,0.915278,2.09223,0.876589
174,2.68401,0.931711,2.28562,0.898289,2.23902,0.893437
175,2.93822,0.94704,2.43825,0.912686,2.35098,0.904725
176,2.1561,0.884224,1.80623,0.835727,1.87737,0.847008
177,2.64807,0.929212,2.44878,0.913601,2.16414,0.885151
178,2.72328,0.934341,2.27019,0.896707,2.1666,0.885433
179,2.79277,0.938749,2.56914,0.923398,2.31719,0.90145
180,2.52466,0.919914,2.27059,0.896749,2.18304,0.887302
181,2.79726,0.939023,2.53907,0.92106,2.39275,0.908622
182,2.57987,0.924216,2.28107,0.897825,2.28339,0.898062
183,2.73045,0.93481,2.5414,0.921244,2.40141,0.90941
184,2.32614,0.902328,2.10056,0.877612,2.0639,0.873043
185,2.8507,0.942196,2.5316,0.920468,2.48494,0.91667
186,2.70451,0.933097,2.43636,0.912521,2.36731,0.906267
187,2.98535,0.949478,2.63366,0.928185,2.39793,0.909094
188,2.5406,0.921181,2.24359,0.893923,2.12958,0.881113
189,2.95129,0.947728,2.64621,0.92908,2.28659,0.898387
190,2.84571,0.941907,2.44927,0.913644,2.42506,0.911527
191,2.99024,0.949725,2.734,0.935041,2.33574,0.903261
192,2.23853,0.893385,1.96809,0.860276,1.92306,0.853841
193,3.06974,0.953567,2.70011,0.932802,2.35433,0.905043
194,2.96024,0.948194,2.58229,0.924399,2.38103,0.907545
195,3.2654,0.961818,2.72666,0.934562,2.52963,0.920312
196,2.86322,0.942915,2.43822,0.912683,2.3609,0.905665
197,3.11535,0.955637,2.77787,0.937829,2.60733,0.926269
198,3.03218,0.951789,2.4487,0.913594,2.46942,0.915366
199,3.03239,0.951799,2.79252,0.938733,2.58947,0.92494
200,2.62199,0.927342,2.37816,0.907279,2.21122,0.890433
201,3.11402,0.955578,2.8844,0.944111,2.71365,0.933705
202,2.8154,0.940119,2.66103,0.930124,2.59404,0.925283
203,3.23838,0.960773,2.93756,0.947005,2.74457,0.935724
204,2.77533,0.937671,2.56183,0.922837,2.31369,0.901105
205,3.27548,0.962201,2.96041,0.948202,2.6536,0.929603
206,3.10079,0.954987,2.80616,0.939563,2.73921,0.935378
207,3.37738,0.965863,3.01563,0.950985,2.78397,0.938207
208,2.66043,0.930082,2.36752,0.906287,2.29415,0.899153
209,3.35352,0.965039,3.00581,0.950502,2.68076,0.931489
210,3.15644,0.957423,2.74174,0.935542,2.7195,0.934093
211,3.35977,0.965257,3.08944,0.954473,2.8559,0.942496
212,3.16716,0.957877,2.68527,0.931797,2.58144,0.924335
213,3.46811,0.968824,3.04113,0.952219,2.94589,0.947445
214,3.30964,0.963471,2.93368,0.946799,2.78147,0.938053
215,3.68588,0.974925,3.2896,0.962731,2.87697,0.943695
216,2.84675,0.941967,2.59066,0.925029,2.42373,0.911409
217,3.43842,0.967884,3.12939,0.956255,2.95052,0.947688
218,3.12137,0.955903,2.84501,0.941866,2.8146,0.940072
219,3.46295,0.968663,3.15209,0.957237,2.91832,0.945976
220,3.16447,0.957763,2.59323,0.925222,2.49779,0.917733
221,3.74404,0.976342,3.16676,0.95786,3.02258,0.951325
222,3.46974,0.968875,2.88238,0.943999,2.80944,0.939761
223,3.602,0.972731,3.10618,0.955228,2.90084,0.945023
224,2.67763,0.931274,2.35833,0.905422,2.41522,0.910652
225,3.71435,0.975629,3.1635,0.957722,2.99885,0.950156
226,3.45447,0.968396,2.90962,0.945503,2.90346,0.945167
227,3.83867,0.978478,3.20238,0.959335,3.03571,0.951959
228,3.59103,0.97243,2.94251,0.947267,2.8124,0.939939
229,3.86963,0.979134,3.32071,0.963873,3.1827,0.958526
230,3.66858,0.974487,3.01619,0.951012,2.97969,0.949191
231,3.85976,0.978927,3.35572,0.965116,3.11573,0.955654
232,3.19737,0.95913,2.72978,0.934766,2.63842,0.928526
233,3.64674,0.973924,3.28886,0.962704,3.14269,0.956833
234,3.39484,0.966454,3.17938,0.958388,3.14284,0.95684
235,3.75085,0.976502,3.32991,0.964204,3.24465,0.961018
236,3.24492,0.961028,2.83836,0.941478,2.85674,0.942544
237,4.02354,0.98211,3.50731,0.970022,3.26563,0.961827
238,3.51773,0.970333,3.19849,0.959176,3.19257,0.958934
239,3.6478,0.973952,3.46894,0.96885,3.2942,0.962902
240,2.99168,0.949797,2.62985,0.927911,2.69285,0.932312
241,4.10345,0.983484,3.29673,0.962996,3.14633,0.95699
242,3.80296,0.977695,3.04889,0.952588,3.06917,0.95354
243,4.08765,0.983221,3.45758,0.968494,3.15472,0.95735
244,3.56772,0.97178,2.85205,0.942274,3.035,0.951925
245,4.1878,0.98482,3.35842,0.96521,3.4501,0.968258
246,4.02129,0.98207,3.1167,0.955697,3.11075,0.955433
247,4.08842,0.983234,3.46442,0.968709,3.18398,0.958579
248,3.37731,0.965861,2.8244,0.940656,2.74713,0.935888
249,3.94666,0.980681,3.46696,0.968788,3.26771,0.961907
250,4.05638,0.982688,3.17033,0.95801,3.10126,0.955007
