n,k=3_total_error,k=3_p_fail,k=4_total_error,k=4_p_fail,k=5_total_error,k=5_p_fail
81,1.77241,0.830078,1.61778,0.801661,1.60365,0.79884
82,1.72991,0.8227,1.61604,0.801317,1.64241,0.806486
83,1.82145,0.838209,1.69353,0.816131,1.75853,0.827701
84,1.76282,0.82844,1.66927,0.811616,1.71599,0.820215
85,1.92164,0.853633,1.71411,0.819876,1.84026,0.841224
86,1.93812,0.856025,1.73068,0.822836,1.83431,0.840276
87,2.06022,0.872575,1.8041,0.835377,1.92398,0.853975
88,1.89583,0.849807,1.6843,0.814425,1.88351,0.847944
89,2.05258,0.871596,1.83079,0.839713,1.95092,0.857857
90,2.09136,0.876481,1.87384,0.846467,2.05262,0.871602
91,2.09146,0.876493,1.95125,0.857904,1.91879,0.853216
92,1.90059,0.850519,1.93719,0.855891,1.78676,0.832498
93,2.13461,0.881709,1.98398,0.862479,1.9354,0.855633
94,2.04539,0.87067,2.04321,0.870388,1.84402,0.84182
95,2.17964,0.886918,2.15327,0.883896,1.9032,0.850909
96,1.84049,0.84126,2.03358,0.869134,1.70817,0.818803
97,2.16793,0.885586,1.99919,0.864556,1.93604,0.855726
98,2.15591,0.884203,1.97496,0.861233,1.9159,0.852791
99,2.19664,0.888824,2.02605,0.868145,2.00964,0.865963
100,2.07904,0.87495,1.87971,0.847365,1.88178,0.847682
101,2.27643,0.89735,2.06079,0.872647,2.05885,0.872399
102,2.29904,0.899645,2.02848,0.868465,1.99408,0.863861
103,2.38246,0.907677,2.09386,0.876789,2.04709,0.87089
104,2.17142,0.885985,1.92125,0.853576,1.92945,0.854771
105,2.35038,0.904668,2.18563,0.887593,2.08407,0.875577
106,2.34641,0.904288,2.12285,0.88031,2.10059,0.877616
107,2.47875,0.916152,2.24104,0.893652,2.20242,0.889464
108,2.38756,0.908146,2.13142,0.881331,2.12338,0.880373
109,2.4019,0.909454,2.27992,0.897708,2.23131,0.892612
110,2.28827,0.898558,2.28435,0.89816,2.24372,0.893937
111,2.42677,0.911678,2.37002,0.906521,2.35169,0.904792
112,2.18919,0.887992,2.15677,0.884302,2.14657,0.883115
113,2.51245,0.91893,2.42723,0.911719,2.36419,0.905974
114,2.474,0.915753,2.40311,0.909563,2.40915,0.910108
115,2.63695,0.928421,2.58234,0.924403,2.53135,0.920449
116,2.35259,0.904878,2.45227,0.913902,2.42382,0.911418
117,2.48279,0.91649,2.60279,0.925933,2.60902,0.926393
118,2.63558,0.928322,2.64988,0.92934,2.60313,0.925958
119,2.85131,0.942231,2.83927,0.941532,2.79036,0.938601
120,2.49996,0.917911,2.66048,0.930085,2.59138,0.925084
121,2.80302,0.939373,2.62602,0.927634,2.51029,0.918755
122,2.7462,0.935829,2.56529,0.923103,2.52471,0.919919
123,2.92941,0.946571,2.70593,0.933192,2.56153,0.922814
124,2.73237,0.934935,2.49652,0.917629,2.43353,0.912273
125,2.98666,0.949544,2.70398,0.933062,2.64518,0.929008
126,2.99291,0.949859,2.60264,0.925922,2.50507,0.91833
127,3.0827,0.954165,2.72903,0.934717,2.56221,0.922866
128,2.59104,0.925058,2.40586,0.909812,2.28384,0.898108
129,3.11764,0.955738,2.70065,0.932838,2.57674,0.923979
130,2.89412,0.944652,2.66034,0.930075,2.6095,0.926429
131,3.14226,0.956815,2.79277,0.938749,2.62805,0.927781
132,2.82131,0.940472,2.70344,0.933025,2.51029,0.918755
133,3.03701,0.952022,2.83359,0.941198,2.6935,0.932356
134,3.00871,0.950645,2.80757,0.939649,2.64693,0.929132
135,3.33417,0.964356,2.9522,0.947775,2.73261,0.934951
136,2.85072,0.942197,2.75516,0.936401,2.54167,0.921265
137,3.22699,0.960323,2.88721,0.944269,2.78169,0.938066
138,3.11327,0.955545,2.94857,0.947586,2.83268,0.941145
139,3.23534,0.960653,3.07696,0.953901,2.94484,0.947389
140,2.98348,0.949384,2.96118,0.948242,2.80872,0.939718
141,3.30901,0.963448,3.14419,0.956898,2.96142,0.948255
142,3.22161,0.960109,3.1506,0.957174,3.00837,0.950628
143,3.48606,0.969379,3.33186,0.964273,3.09407,0.954683
144,3.1084,0.955328,3.07584,0.953849,2.87868,0.943791
145,3.39319,0.966399,3.13285,0.956407,3.13702,0.956588
146,3.10864,0.955338,3.07623,0.953867,3.14125,0.956771
147,3.32833,0.964147,3.17212,0.958085,3.35299,0.96502
148,3.01762,0.951082,2.91394,0.945738,3.22298,0.960164
149,3.38572,0.966147,3.16206,0.957662,3.34114,0.964604
150,3.19467,0.95902,3.10134,0.955011,3.40031,0.966637
151,3.53849,0.970943,3.20335,0.959374,3.26652,0.961861
152,3.1771,0.958294,3.00217,0.950321,2.93118,0.946666
153,3.58381,0.97223,3.28883,0.962702,3.32567,0.964052
154,3.57188,0.971897,3.18958,0.958811,3.22217,0.960132
155,3.75499,0.976599,3.33021,0.964214,3.35863,0.965217
156,3.36903,0.965577,3.1453,0.956946,3.12291,0.955971
157,3.71673,0.975687,3.37095,0.965643,3.30401,0.963264
158,3.65194,0.974059,3.37751,0.965868,3.18842,0.958763
159,3.93665,0.980486,3.49369,0.969612,3.27196,0.962068
160,3.40445,0.966775,3.10355,0.955111,2.95708,0.94803
161,4.00225,0.981725,3.57311,0.971932,3.4105,0.966975
162,3.9252,0.980262,3.54507,0.971133,3.34776,0.964837
163,3.99244,0.981545,3.72227,0.975821,3.4862,0.969383
164,3.65527,0.974145,3.58005,0.972126,3.28919,0.962716
165,3.98457,0.9814,3.72632,0.975919,3.49063,0.969518
166,3.83641,0.978429,3.75309,0.976555,3.43005,0.967615
167,4.05202,0.982613,4.02395,0.982118,3.51555,0.970268
168,3.67834,0.974735,3.76988,0.976945,3.26566,0.961828
169,4.21917,0.985289,3.82885,0.978265,3.53009,0.970698
170,4.0812,0.983113,3.7357,0.976144,3.53648,0.970884
171,4.20335,0.985055,3.91094,0.979978,3.71151,0.975559
172,3.85805,0.978891,3.66689,0.974444,3.63844,0.973707
173,4.11624,0.983694,3.91286,0.980017,3.70373,0.975369
174,4.04738,0.982532,3.80552,0.977752,3.77725,0.977114
175,4.29753,0.986398,3.98076,0.981329,3.89122,0.97958
176,3.70648,0.975436,3.42581,0.967477,3.59655,0.972582
177,4.19443,0.984921,3.90758,0.979911,3.87727,0.979293
178,4.2636,0.985928,3.82676,0.97822,3.90606,0.97988
179,4.39183,0.987622,4.01009,0.981868,4.08511,0.983179
180,4.10755,0.983552,3.86373,0.979011,3.98765,0.981457
181,4.17278,0.984591,4.04459,0.982483,3.91484,0.980056
182,4.08143,0.983117,3.94337,0.980617,3.7688,0.97692
183,4.15885,0.984374,4.084,0.98316,3.82788,0.978244
184,3.88062,0.979362,3.78323,0.977251,3.60833,0.972903
185,4.47017,0.988555,4.02302,0.982101,3.90948,0.979949
186,4.35252,0.987126,4.01123,0.981889,3.94828,0.980712
187,4.47474,0.988607,4.18035,0.984707,3.981,0.981333
188,4.13971,0.984073,4.06244,0.982793,3.75948,0.976704
189,4.48542,0.988728,4.22091,0.985315,3.91435,0.980046
190,4.35147,0.987112,4.27625,0.986105,3.95112,0.980767
191,4.47148,0.98857,4.48402,0.988712,3.92081,0.980175
192,3.81751,0.978018,3.96991,0.981125,3.55499,0.971418
193,5.02496,0.993428,4.24839,0.985713,3.97192,0.981163
194,4.86247,0.992269,4.18161,0.984726,4.03112,0.982246
195,5.08225,0.993794,4.30397,0.986485,4.08622,0.983197
196,4.71266,0.991019,4.00507,0.981777,3.89732,0.979704
197,5.04205,0.993539,4.30584,0.98651,4.14364,0.984135
198,4.96288,0.993007,4.20659,0.985103,4.05042,0.982585
199,5.07701,0.993761,4.35145,0.987112,4.23346,0.985498
200,4.3943,0.987652,3.97747,0.981267,3.97544,0.981229
201,5.33346,0.995173,4.47335,0.988591,4.38429,0.987528
202,4.99815,0.99325,4.31524,0.986637,4.32763,0.986801
203,5.34393,0.995223,4.56365,0.989576,4.5168,0.989076
204,4.78732,0.991665,4.3523,0.987123,4.31977,0.986697
205,5.31194,0.995068,4.59207,0.989868,4.60471,0.989995
206,4.88919,0.992473,4.59665,0.989914,4.58867,0.989834
207,5.29188,0.994968,4.73322,0.991202,4.69241,0.990835
208,4.34308,0.987004,4.25571,0.985817,4.3714,0.987366
209,5.44685,0.99569,4.75559,0.991397,4.73759,0.99124
210,5.27014,0.994857,4.65844,0.990519,4.79672,0.991743
211,5.47349,0.995803,4.92113,0.992709,4.72577,0.991136
212,5.01453,0.993359,4.71782,0.991065,4.40471,0.98778
213,5.45776,0.995737,4.98606,0.993167,4.71002,0.990995
214,5.1307,0.994088,4.98248,0.993143,4.52118,0.989124
215,5.55775,0.996143,5.22688,0.99463,4.74681,0.991321
216,4.71044,0.990999,4.84677,0.992146,4.2713,0.986036
217,5.30211,0.995019,4.98491,0.99316,4.82034,0.991936
218,5.20458,0.994509,4.86136,0.99226,4.7129,0.991021
219,5.44056,0.995663,5.11797,0.994012,4.88168,0.992416
220,5.09719,0.993886,4.73154,0.991187,4.50795,0.988979
221,5.32321,0.995123,5.10347,0.993924,4.85378,0.992201
222,5.34158,0.995212,4.93732,0.992826,4.71987,0.991084
223,5.40273,0.995496,5.18578,0.994404,4.87237,0.992345
224,4.41131,0.987861,4.43775,0.988177,4.31569,0.986643
225,5.74068,0.996787,5.023,0.993415,4.78949,0.991683
226,5.55801,0.996144,4.8934,0.992504,4.84052,0.992097
227,5.92401,0.997326,5.16016,0.994259,4.90367,0.992581
228,5.49755,0.995903,4.97106,0.993064,4.75971,0.991432
229,5.90218,0.997267,5.19851,0.994475,4.95713,0.992967
230,5.76024,0.99685,5.0385,0.993517,4.9045,0.992587
231,6.00419,0.997532,5.28897,0.994953,5.053,0.99361
232,5.32357,0.995125,4.87027,0.992329,4.75246,0.99137
233,6.05342,0.99765,5.15867,0.994251,5.18155,0.994381
234,5.9703,0.997447,5.20189,0.994494,5.17353,0.994335
235,6.1981,0.997967,5.41583,0.995554,5.40944,0.995526
236,5.67593,0.996573,5.23287,0.994662,5.08258,0.993796
237,6.30423,0.998171,5.56409,0.996167,5.48326,0.995844
238,5.82677,0.997052,5.46902,0.995785,5.41229,0.995539
239,6.18051,0.997931,5.75609,0.996837,5.66029,0.996518
240,5.06101,0.993661,5.04266,0.993543,5.05891,0.993648
241,6.15249,0.997872,5.39618,0.995466,5.23401,0.994668
242,6.00233,0.997527,5.29093,0.994963,5.20975,0.994537
243,6.23413,0.998039,5.4602,0.995747,5.30747,0.995046
244,5.71824,0.996715,5.15099,0.994206,5.07591,0.993755
245,6.2773,0.998122,5.55544,0.996134,5.33445,0.995177
246,6.14957,0.997866,5.33843,0.995197,5.14555,0.994175
247,6.07641,0.997704,5.52394,0.99601,5.25133,0.994759
248,5.51789,0.995986,5.09902,0.993897,4.85315,0.992196
249,6.21717,0.998005,5.72293,0.99673,5.42045,0.995575
250,6.14605,0.997858,5.54663,0.996099,5.24995,0.994752
