n,k,model,status,blocks,qubits,toffolis,joint_measure,measure,automorphism,cross_module,relay_hops,analytic_total_error,total_error,p_fail
365,4,gross_1e-4,analytic,92,1012,727,3143,12273,8724,363,3143,0.0001635750890936,0.0001635750890936,0.00016356171141818088
365,5,gross_1e-3,analytic,73,803,727,3099,12212,8724,309,3099,6.371539848000001,6.371539848000001,0.9982904752105575
365,5,gross_1e-4,analytic,73,803,727,3099,12212,8724,309,3099,0.00016139707909360002,0.00016139707909360002,0.0001613840552857626
375,3,gross_1e-3,analytic,125,1375,747,3777,13671,8964,431,3777,7.7507072280000004,7.7507072280000004,0.9995695619849126
375,3,gross_1e-4,analytic,125,1375,747,3777,13671,8964,431,3777,0.0001954824982296,0.0001954824982296,0.00019546339277098923
375,4,gross_1e-3,analytic,94,1034,747,3291,12812,8964,373,3291,6.764312328,6.764312328,0.9988457590393844
375,4,gross_1e-4,analytic,94,1034,747,3291,12812,8964,373,3291,0.0001712383082296,0.0001712383082296,0.0001712236477873219
375,5,gross_1e-3,analytic,75,825,747,3001,12174,8964,317,3001,6.1743305280000005,6.1743305280000005,0.9979178005748461
375,5,gross_1e-4,analytic,75,825,747,3001,12174,8964,317,3001,0.0001566449282296,0.0001566449282296,0.00015663266005339072
385,3,gross_1e-3,analytic,129,1419,767,3703,13695,9204,447,3703,7.602426108,7.602426108,0.9995007612441474
385,3,gross_1e-4,analytic,129,1419,767,3703,13695,9204,447,3703,0.0001919473673656,0.0001919473673656,0.00019192894664832316
385,4,gross_1e-3,analytic,97,1067,767,3453,13137,9204,383,3453,7.093732308,7.093732308,0.9991697073325991
385,4,gross_1e-4,analytic,97,1067,767,3453,13137,9204,383,3453,0.0001793587873656,0.0001793587873656,0.00017934270353991977
385,5,gross_1e-3,analytic,77,847,767,3177,12695,9204,327,3177,6.534066108,6.534066108,0.9985469145808589
385,5,gross_1e-4,analytic,77,847,767,3177,12695,9204,327,3177,0.0001656367673656,0.0001656367673656,0.0001656230503536138
395,3,gross_1e-3,analytic,132,1452,787,4050,14536,9444,457,4050,8.309423687999999,8.309423687999999,0.9997538141176353
395,3,gross_1e-4,analytic,132,1452,787,4050,14536,9444,457,4050,0.0002094875065016,0.0002094875065016,0.00020946556552603468
395,4,gross_1e-3,analytic,99,1089,787,3557,13681,9444,393,3557,7.309003188000001,7.309003188000001,0.9993305159306748
395,4,gross_1e-4,analytic,99,1089,787,3557,13681,9444,393,3557,0.0001849106565016,0.0001849106565016,0.00018489356157980197
395,5,gross_1e-3,analytic,79,869,787,3322,13150,9444,333,3322,6.830759088000001,6.830759088000001,0.9989199620374991
395,5,gross_1e-4,analytic,79,869,787,3322,13150,9444,333,3322,0.0001730708465016,0.0001730708465016,0.00017305587060667538
405,3,gross_1e-3,analytic,135,1485,807,4085,14760,9684,471,4085,8.382452568,8.382452568,0.9997711520086386
405,3,gross_1e-4,analytic,135,1485,807,4085,14760,9684,471,4085,0.0002113972756376,0.0002113972756376,0.00021137493280798392
405,4,gross_1e-3,analytic,102,1122,807,3638,13918,9684,401,3638,7.4746363680000005,7.4746363680000005,0.9994327079843329
405,4,gross_1e-4,analytic,102,1122,807,3638,13918,9684,401,3638,0.0001890461556376,0.0001890461556376,0.00018902828753908363
405,5,gross_1e-3,analytic,81,891,807,3452,13579,9684,343,3452,7.097013468000001,7.097013468000001,0.999172427191102
405,5,gross_1e-4,analytic,81,891,807,3452,13579,9684,343,3452,0.0001797571656376,0.0001797571656376,0.00017974101028628287
415,3,gross_1e-3,analytic,139,1529,827,4198,15152,9924,481,4198,8.614126248,8.614126248,0.9998184766473868
415,3,gross_1e-4,analytic,139,1529,827,4198,15152,9924,481,4198,0.0002172285247736,0.0002172285247736,0.0002172049323659886
415,4,gross_1e-3,analytic,104,1144,827,3804,14519,9924,411,3804,7.815159948,7.815159948,0.9995964297355533
415,4,gross_1e-4,analytic,104,1144,827,3804,14519,9924,411,3804,0.0001976377947736,0.0001976377947736,0.0001976182657111858
415,5,gross_1e-3,analytic,83,913,827,3483,13808,9924,351,3483,7.162057848000001,7.162057848000001,0.9992245428627573
415,5,gross_1e-4,analytic,83,913,827,3483,13808,9924,351,3483,0.00018147958477360003,0.00018147958477360003,0.00018146311834987827
425,3,gross_1e-3,analytic,142,1562,847,4396,15718,10164,492,4396,9.018581328000002,9.018581328000002,0.9998788621407173
425,3,gross_1e-4,analytic,142,1562,847,4396,15718,10164,492,4396,0.00022732401390960003,0.00022732401390960003,0.00022729817776367955
425,4,gross_1e-3,analytic,107,1177,847,3930,14735,10164,421,3930,8.071010028000002,8.071010028000002,0.9996875324793159
425,4,gross_1e-4,analytic,107,1177,847,3930,14735,10164,421,3930,0.0002039165839096,0.0002039165839096,0.00020389579433610638
425,5,gross_1e-3,analytic,85,935,847,3587,14179,10164,361,3587,7.375408428,7.375408428,0.9993735292220174
425,5,gross_1e-4,analytic,85,935,847,3587,14179,10164,361,3587,0.00018685672390960002,0.00018685672390960002,0.0001868392672792485
435,3,gross_1e-3,analytic,145,1595,867,4331,15741,10404,503,4331,8.888379108,8.888379108,0.9998620168674257
435,3,gross_1e-4,analytic,145,1595,867,4331,15741,10404,503,4331,0.0002242207730456,0.0002242207730456,0.00022419563744668913
435,4,gross_1e-3,analytic,109,1199,867,3912,15068,10404,430,3912,8.038718808,8.038718808,0.999677277845592
435,4,gross_1e-4,analytic,109,1199,867,3912,15068,10404,430,3912,0.0002033871430456,0.0002033871430456,0.00020336646128282787
435,5,gross_1e-3,analytic,87,957,867,3742,14650,10404,367,3742,7.692379008,7.692379008,0.9995437086413135
435,5,gross_1e-4,analytic,87,957,867,3742,14650,10404,367,3742,0.0001947879630456,0.0001947879630456,0.00019476899310200135
445,3,gross_1e-3,analytic,149,1639,887,4629,16523,10644,515,4629,9.496231788000001,9.496231788000001,0.9999248655804542
445,3,gross_1e-4,analytic,149,1639,887,4629,16523,10644,515,4629,0.0002393444221816,0.0002393444221816,0.00023931578159042122
445,4,gross_1e-3,analytic,112,1232,887,3957,15221,10644,441,3957,8.131059588000001,8.131059588000001,0.9997057437548236
445,4,gross_1e-4,analytic,112,1232,887,3957,15221,10644,441,3957,0.00020570620218160002,0.00020570620218160002,0.0002056850461115145
445,5,gross_1e-3,analytic,89,979,887,3783,14901,10644,374,3783,7.777767588000001,7.777767588000001,0.9995810536076027
445,5,gross_1e-4,analytic,89,979,887,3783,14901,10644,374,3783,0.0001970136021816,0.0001970136021816,0.0001969941962762789
