n,k=3_total_error,k=3_p_fail,k=4_total_error,k=4_p_fail,k=5_total_error,k=5_p_fail
71,4.10293e-05,4.10285e-05,4.25562e-05,4.25552e-05,3.38612e-05,3.38606e-05
72,3.84483e-05,3.84476e-05,4.14095e-05,4.14086e-05,3.20649e-05,3.20644e-05
73,3.84645e-05,3.84638e-05,3.92725e-05,3.92717e-05,3.47516e-05,3.4751e-05
74,3.62612e-05,3.62606e-05,3.86371e-05,3.86363e-05,3.576e-05,3.57594e-05
75,3.96876e-05,3.96868e-05,4.0616e-05,4.06152e-05,3.65882e-05,3.65876e-05
76,3.58374e-05,3.58368e-05,3.72058e-05,3.72051e-05,3.4794e-05,3.47934e-05
77,4.07304e-05,4.07296e-05,4.00307e-05,4.00299e-05,3.75809e-05,3.75802e-05
78,4.00388e-05,4.0038e-05,3.8441e-05,3.84403e-05,3.7587e-05,3.75863e-05
79,4.33239e-05,4.33229e-05,4.09272e-05,4.09264e-05,3.93634e-05,3.93626e-05
80,3.70801e-05,3.70794e-05,3.60676e-05,3.60669e-05,3.78739e-05,3.78732e-05
81,4.46745e-05,4.46735e-05,4.08482e-05,4.08474e-05,4.05064e-05,4.05056e-05
82,4.36361e-05,4.36352e-05,4.08233e-05,4.08225e-05,4.14698e-05,4.1469e-05
83,4.58976e-05,4.58965e-05,4.27501e-05,4.27492e-05,4.43509e-05,4.43499e-05
84,4.44704e-05,4.44694e-05,4.21588e-05,4.21579e-05,4.33095e-05,4.33086e-05
85,4.8406e-05,4.84048e-05,4.32715e-05,4.32706e-05,4.63931e-05,4.6392e-05
86,4.88251e-05,4.88239e-05,4.36987e-05,4.36978e-05,4.62538e-05,4.62528e-05
87,5.18465e-05,5.18451e-05,4.55253e-05,4.55242e-05,4.84803e-05,4.84792e-05
88,4.78049e-05,4.78038e-05,4.25753e-05,4.25744e-05,4.74921e-05,4.7491e-05
89,5.16864e-05,5.1685e-05,4.61981e-05,4.6197e-05,4.91763e-05,4.91751e-05
90,5.26528e-05,5.26514e-05,4.72829e-05,4.72818e-05,5.16884e-05,5.16871e-05
91,5.26599e-05,5.26585e-05,4.92026e-05,4.92014e-05,4.84057e-05,4.84046e-05
92,4.79607e-05,4.79596e-05,4.88649e-05,4.88637e-05,4.5152e-05,4.5151e-05
93,5.37518e-05,5.37504e-05,5.00207e-05,5.00194e-05,4.8835e-05,4.88338e-05
94,5.15627e-05,5.15614e-05,5.14994e-05,5.14981e-05,4.65846e-05,4.65836e-05
95,5.48807e-05,5.48792e-05,5.42332e-05,5.42317e-05,4.80583e-05,4.80572e-05
96,4.65288e-05,4.65278e-05,5.12933e-05,5.1292e-05,4.32508e-05,4.32499e-05
97,5.46204e-05,5.46189e-05,5.04544e-05,5.04531e-05,4.88865e-05,4.88853e-05
98,5.43338e-05,5.43323e-05,4.98651e-05,4.98638e-05,4.84005e-05,4.83993e-05
99,5.53423e-05,5.53407e-05,5.11423e-05,5.1141e-05,5.07272e-05,5.07259e-05
100,5.24575e-05,5.24562e-05,4.75296e-05,4.75285e-05,4.75838e-05,4.75826e-05
101,5.73414e-05,5.73398e-05,5.20085e-05,5.20071e-05,5.19664e-05,5.19651e-05
102,5.79149e-05,5.79133e-05,5.12237e-05,5.12224e-05,5.03848e-05,5.03836e-05
103,5.99769e-05,5.99751e-05,5.28569e-05,5.28555e-05,5.17021e-05,5.17007e-05
104,5.47907e-05,5.47892e-05,4.86068e-05,4.86056e-05,4.88133e-05,4.88121e-05
105,5.92114e-05,5.92096e-05,5.51385e-05,5.5137e-05,5.26366e-05,5.26352e-05
106,5.91172e-05,5.91155e-05,5.3603e-05,5.36016e-05,5.30598e-05,5.30583e-05
107,6.23962e-05,6.23943e-05,5.65372e-05,5.65356e-05,5.55839e-05,5.55824e-05
108,6.0162e-05,6.01602e-05,5.38398e-05,5.38384e-05,5.36474e-05,5.3646e-05
109,6.0522e-05,6.05201e-05,5.75107e-05,5.75091e-05,5.6322e-05,5.63204e-05
110,5.77294e-05,5.77277e-05,5.76423e-05,5.76406e-05,5.66409e-05,5.66393e-05
111,6.11638e-05,6.11619e-05,5.97746e-05,5.97728e-05,5.93195e-05,5.93177e-05
112,5.53149e-05,5.53134e-05,5.45221e-05,5.45206e-05,5.42675e-05,5.4266e-05
113,6.32951e-05,6.32931e-05,6.12022e-05,6.12003e-05,5.96444e-05,5.96427e-05
114,6.2356e-05,6.2354e-05,6.0623e-05,6.06211e-05,6.07683e-05,6.07664e-05
115,6.63979e-05,6.63957e-05,6.50679e-05,6.50658e-05,6.37987e-05,6.37967e-05
116,5.93932e-05,5.93914e-05,6.18582e-05,6.18563e-05,6.11565e-05,6.11546e-05
117,6.2611e-05,6.2609e-05,6.55772e-05,6.5575e-05,6.57396e-05,6.57375e-05
118,6.64023e-05,6.64001e-05,6.67602e-05,6.6758e-05,6.56065e-05,6.56043e-05
119,7.17423e-05,7.17397e-05,7.14557e-05,7.14532e-05,7.02407e-05,7.02383e-05
120,6.30897e-05,6.30877e-05,6.70472e-05,6.70449e-05,6.53431e-05,6.5341e-05
121,7.05798e-05,7.05773e-05,6.62012e-05,6.6199e-05,6.33545e-05,6.33525e-05
122,6.91825e-05,6.91801e-05,6.47178e-05,6.47157e-05,6.37215e-05,6.37195e-05
123,7.37196e-05,7.37169e-05,6.82125e-05,6.82101e-05,6.46438e-05,6.46418e-05
124,6.8864e-05,6.88617e-05,6.304e-05,6.3038e-05,6.14863e-05,6.14844e-05
125,7.51512e-05,7.51484e-05,6.81664e-05,6.81641e-05,6.6725e-05,6.67228e-05
126,7.53137e-05,7.53109e-05,6.56826e-05,6.56805e-05,6.32748e-05,6.32728e-05
127,7.75513e-05,7.75483e-05,6.88244e-05,6.8822e-05,6.46984e-05,6.46963e-05
128,6.54324e-05,6.54303e-05,6.08493e-05,6.08474e-05,5.7834e-05,5.78323e-05
129,7.84357e-05,7.84326e-05,6.81258e-05,6.81234e-05,6.50735e-05,6.50714e-05
130,7.29225e-05,7.29198e-05,6.71516e-05,6.71494e-05,6.58956e-05,6.58934e-05
131,7.90553e-05,7.90522e-05,7.04387e-05,7.04362e-05,6.63689e-05,6.63667e-05
132,7.11465e-05,7.11439e-05,6.82395e-05,6.82372e-05,6.347e-05,6.3468e-05
133,7.64834e-05,7.64805e-05,7.14533e-05,7.14507e-05,6.80071e-05,6.80048e-05
134,7.57939e-05,7.5791e-05,7.0837e-05,7.08345e-05,6.68685e-05,6.68662e-05
135,8.38393e-05,8.38358e-05,7.44249e-05,7.44221e-05,6.90018e-05,6.89994e-05
136,7.1929e-05,7.19264e-05,6.95693e-05,6.95669e-05,6.42966e-05,6.42945e-05
137,8.12274e-05,8.12241e-05,7.2821e-05,7.28184e-05,7.02289e-05,7.02265e-05
138,7.84268e-05,7.84237e-05,7.4359e-05,7.43562e-05,7.14971e-05,7.14945e-05
139,8.14451e-05,8.14418e-05,7.75478e-05,7.75448e-05,7.4287e-05,7.42843e-05
140,7.52403e-05,7.52375e-05,7.4694e-05,7.46912e-05,7.0931e-05,7.09285e-05
141,8.32918e-05,8.32884e-05,7.92129e-05,7.92098e-05,7.47142e-05,7.47114e-05
142,8.11336e-05,8.11303e-05,7.93905e-05,7.93874e-05,7.58842e-05,7.58813e-05
143,8.76715e-05,8.76676e-05,8.38846e-05,8.3881e-05,7.80185e-05,7.80155e-05
144,7.83774e-05,7.83744e-05,7.75715e-05,7.75685e-05,7.27068e-05,7.27042e-05
145,8.54185e-05,8.54148e-05,7.89829e-05,7.89798e-05,7.90932e-05,7.90901e-05
146,7.83956e-05,7.83925e-05,7.76038e-05,7.76008e-05,7.92066e-05,7.92035e-05
147,8.38268e-05,8.38232e-05,7.99918e-05,7.99886e-05,8.44524e-05,8.44489e-05
148,7.61756e-05,7.61727e-05,7.36164e-05,7.36137e-05,8.12478e-05,8.12445e-05
149,8.52705e-05,8.52669e-05,7.97472e-05,7.9744e-05,8.418e-05,8.41765e-05
150,8.05552e-05,8.0552e-05,7.82638e-05,7.82608e-05,8.56527e-05,8.5649e-05
151,8.90588e-05,8.90548e-05,8.08042e-05,8.08009e-05,8.2374e-05,8.23707e-05
152,8.01667e-05,8.01635e-05,7.58413e-05,7.58384e-05,7.41002e-05,7.40975e-05
153,9.0213e-05,9.02089e-05,8.29173e-05,8.29139e-05,8.38437e-05,8.38402e-05
154,8.99345e-05,8.99304e-05,8.04897e-05,8.04865e-05,8.12987e-05,8.12954e-05
155,9.44635e-05,9.4459e-05,8.39833e-05,8.39798e-05,8.4682e-05,8.46784e-05
156,8.49528e-05,8.49492e-05,7.94224e-05,7.94193e-05,7.88681e-05,7.8865e-05
157,9.35395e-05,9.35351e-05,8.49908e-05,8.49872e-05,8.33479e-05,8.33445e-05
158,9.19558e-05,9.19516e-05,8.51815e-05,8.51779e-05,8.05123e-05,8.05091e-05
159,9.89888e-05,9.89839e-05,8.80687e-05,8.80648e-05,8.25854e-05,8.2582e-05
160,8.58776e-05,8.58739e-05,7.84477e-05,7.84446e-05,7.48249e-05,7.48221e-05
161,0.000100641,0.000100636,9.00345e-05,9.00304e-05,8.60219e-05,8.60182e-05
162,9.87507e-05,9.87458e-05,8.93682e-05,8.93642e-05,8.44893e-05,8.44858e-05
163,0.000100419,0.000100414,9.37629e-05,9.37585e-05,8.79187e-05,8.79149e-05
164,9.2113e-05,9.21088e-05,9.02566e-05,9.02525e-05,8.30662e-05,8.30627e-05
165,0.000100239,0.000100234,9.38591e-05,9.38547e-05,8.80493e-05,8.80454e-05
166,9.65959e-05,9.65913e-05,9.4541e-05,9.45365e-05,8.6579e-05,8.65753e-05
167,0.000101925,0.00010192,0.000101257,0.000101252,8.86952e-05,8.86912e-05
168,9.27229e-05,9.27186e-05,9.49864e-05,9.49819e-05,8.25354e-05,8.2532e-05
169,0.000106077,0.000106071,9.64419e-05,9.64373e-05,8.90712e-05,8.90673e-05
170,0.000102687,0.000102682,9.41647e-05,9.41602e-05,8.92469e-05,8.92429e-05
171,0.000105712,0.000105707,9.85154e-05,9.85106e-05,9.35794e-05,9.3575e-05
172,9.72062e-05,9.72015e-05,9.24828e-05,9.24786e-05,9.17811e-05,9.17769e-05
173,0.000103579,0.000103573,9.85524e-05,9.85475e-05,9.34072e-05,9.34028e-05
174,0.000101895,0.000101889,9.59274e-05,9.59228e-05,9.52418e-05,9.52373e-05
175,0.000108075,0.000108069,0.000100279,0.000100274,9.80627e-05,9.80579e-05
176,9.35169e-05,9.35126e-05,8.65802e-05,8.65764e-05,9.07933e-05,9.07892e-05
177,0.000105564,0.000105558,9.84687e-05,9.84639e-05,9.77331e-05,9.77283e-05
178,0.000107273,0.000107267,9.65053e-05,9.65007e-05,9.8464e-05,9.84592e-05
179,0.000110448,0.000110442,0.000101053,0.000101048,0.000102893,0.000102887
180,0.00010345,0.000103445,9.74398e-05,9.74351e-05,0.000100493,0.000100488
181,0.00010507,0.000105065,0.000101897,0.000101892,9.87181e-05,9.87132e-05
182,0.000102822,0.000102817,9.94258e-05,9.94209e-05,9.51337e-05,9.51291e-05
183,0.000104743,0.000104737,0.000102919,0.000102914,9.65983e-05,9.65936e-05
184,9.78913e-05,9.78865e-05,9.54997e-05,9.54951e-05,9.11772e-05,9.11731e-05
185,0.000112443,0.000112437,0.000101411,0.000101406,9.86283e-05,9.86235e-05
186,0.000109554,0.000109548,0.000101145,0.00010114,9.95957e-05,9.95908e-05
187,0.000112586,0.00011258,0.000105344,0.000105338,0.000100415,0.00010041
188,0.00010434,0.000104335,0.000102432,0.000102427,9.49487e-05,9.49442e-05
189,0.00011288,0.000112874,0.000106335,0.000106329,9.87942e-05,9.87893e-05
190,0.000109586,0.00010958,0.00010773,0.000107724,9.97125e-05,9.97076e-05
191,0.000112552,0.000112546,0.000112884,0.000112878,9.89749e-05,9.897e-05
192,9.64481e-05,9.64434e-05,0.000100205,0.0001002,8.99492e-05,8.99452e-05
193,0.000126247,0.000126239,0.000107077,0.000107071,0.000100252,0.000100247
194,0.000122243,0.000122236,0.000105447,0.000105441,0.000101728,0.000101723
195,0.000127682,0.000127674,0.00010849,0.000108484,0.0001031,0.000103095
196,0.000118583,0.000118576,0.000101107,0.000101101,9.84462e-05,9.84413e-05
197,0.000126716,0.000126708,0.000108522,0.000108516,0.000104547,0.000104542
198,0.000124768,0.00012476,0.000106095,0.000106089,0.000102264,0.000102259
199,0.000127603,0.000127595,0.000109704,0.000109698,0.000106786,0.00010678
200,0.00011077,0.000110764,0.000100475,0.00010047,0.000100425,0.00010042
201,0.00013395,0.000133941,0.000112705,0.000112699,0.000110532,0.000110526
202,0.000125678,0.00012567,0.00010883,0.000108824,0.000109149,0.000109143
203,0.000134225,0.000134216,0.000114987,0.00011498,0.000113824,0.000113818
204,0.00012051,0.000120503,0.000109772,0.000109766,0.00010897,0.000108964
205,0.000133467,0.000133459,0.000115683,0.000115676,0.000116024,0.000116017
206,0.000123036,0.000123029,0.000115827,0.000115821,0.000115641,0.000115634
207,0.000132986,0.000132978,0.000119222,0.000119215,0.000118204,0.000118197
208,0.000109601,0.000109595,0.000107446,0.000107441,0.00011029,0.000110284
209,0.00013684,0.000136831,0.000119771,0.000119764,0.000119346,0.000119339
210,0.000132486,0.000132477,0.0001174,0.000117393,0.000120816,0.000120808
211,0.000137508,0.000137498,0.000123911,0.000123904,0.000119076,0.000119069
212,0.000126208,0.0001262,0.000118889,0.000118882,0.000111158,0.000111152
213,0.000137151,0.000137142,0.000125503,0.000125495,0.000118717,0.00011871
214,0.000129092,0.000129084,0.000125445,0.000125438,0.000114068,0.000114062
215,0.000139641,0.000139632,0.000131506,0.000131498,0.000119636,0.000119628
216,0.000118751,0.000118743,0.000122124,0.000122116,0.000107907,0.000107902
217,0.000133361,0.000133352,0.000125526,0.000125518,0.00012147,0.000121463
218,0.000130955,0.000130946,0.000122505,0.000122497,0.000118836,0.000118829
219,0.000136789,0.00013678,0.000128868,0.00012886,0.000123004,0.000122996
220,0.000128324,0.000128316,0.000119315,0.000119308,0.000113798,0.000113792
221,0.000133926,0.000133917,0.000128489,0.000128481,0.000122349,0.000122341
222,0.000134383,0.000134374,0.000124422,0.000124414,0.000119059,0.000119052
223,0.000135901,0.000135892,0.000130583,0.000130575,0.000122824,0.000122817
224,0.000111467,0.000111461,0.000112121,0.000112114,0.000109102,0.000109096
225,0.000144273,0.000144262,0.000126551,0.000126543,0.000120806,0.000120798
226,0.00013978,0.00013977,0.000123384,0.000123376,0.000122077,0.000122069
227,0.000148819,0.000148808,0.000129997,0.000129989,0.000123643,0.000123635
228,0.00013832,0.000138311,0.000125325,0.000125317,0.000120112,0.000120105
229,0.000148312,0.000148301,0.000130922,0.000130914,0.000124999,0.000124991
230,0.00014483,0.00014482,0.00012701,0.000127002,0.000123713,0.000123706
231,0.00015085,0.000150839,0.000133219,0.00013321,0.000127384,0.000127376
232,0.000134074,0.000134065,0.000122887,0.000122879,0.000119985,0.000119977
233,0.000152092,0.00015208,0.000129986,0.000129978,0.000130585,0.000130577
234,0.000150053,0.000150042,0.000131086,0.000131078,0.000130393,0.000130384
235,0.000155683,0.00015567,0.000136399,0.000136389,0.000136221,0.000136212
236,0.00014281,0.0001428,0.00013188,0.000131871,0.00012818,0.000128172
237,0.000158327,0.000158315,0.000140045,0.000140035,0.000138082,0.000138072
238,0.000146557,0.000146546,0.000137728,0.000137718,0.000136341,0.000136331
239,0.000155288,0.000155276,0.000144841,0.000144831,0.000142459,0.000142449
240,0.000127692,0.000127684,0.000127236,0.000127228,0.000127636,0.000127628
241,0.000154623,0.000154611,0.000135948,0.000135939,0.000131975,0.000131966
242,0.000150932,0.000150921,0.000133378,0.000133369,0.000131383,0.000131375
243,0.000156656,0.000156644,0.00013759,0.000137581,0.000133803,0.000133794
244,0.00014395,0.000143939,0.000129942,0.000129933,0.000128098,0.000128089
245,0.00015775,0.000157737,0.000139918,0.000139908,0.000134502,0.000134493
246,0.000154617,0.000154606,0.000134593,0.000134584,0.000129848,0.00012984
247,0.000152811,0.000152799,0.000139205,0.000139195,0.000132462,0.000132454
248,0.000139057,0.000139048,0.00012871,0.000128702,0.000122649,0.000122641
249,0.000156315,0.000156303,0.000144098,0.000144088,0.000136659,0.000136649
250,0.00015456,0.000154548,0.000139781,0.000139772,0.000132466,0.000132457
