n,k=3_total_error,k=3_p_fail,k=4_total_error,k=4_p_fail,k=5_total_error,k=5_p_fail
71,3.56123e-05,3.56117e-05,3.14974e-05,3.14969e-05,3.25019e-05,3.25013e-05
72,3.07157e-05,3.07152e-05,2.86588e-05,2.86584e-05,3.20239e-05,3.20234e-05
73,3.67063e-05,3.67056e-05,3.17312e-05,3.17307e-05,3.34905e-05,3.34899e-05
74,3.66784e-05,3.66777e-05,3.16021e-05,3.16016e-05,3.531e-05,3.53093e-05
75,3.88978e-05,3.8897e-05,3.39157e-05,3.39151e-05,3.70854e-05,3.70847e-05
76,3.37516e-05,3.3751e-05,3.17747e-05,3.17742e-05,3.27973e-05,3.27967e-05
77,3.79839e-05,3.79832e-05,3.41085e-05,3.41079e-05,3.40123e-05,3.40117e-05
78,3.73384e-05,3.73377e-05,3.52212e-05,3.52206e-05,3.33698e-05,3.33693e-05
79,3.93533e-05,3.93525e-05,3.77925e-05,3.77918e-05,3.41408e-05,3.41402e-05
80,3.26514e-05,3.26508e-05,3.54662e-05,3.54655e-05,3.09453e-05,3.09448e-05
81,3.95982e-05,3.95974e-05,3.64386e-05,3.6438e-05,3.50713e-05,3.50706e-05
82,3.9466e-05,3.94653e-05,3.47887e-05,3.47881e-05,3.45832e-05,3.45826e-05
83,4.01358e-05,4.0135e-05,3.62042e-05,3.62036e-05,3.56549e-05,3.56543e-05
84,3.66906e-05,3.669e-05,3.25014e-05,3.25009e-05,3.41234e-05,3.41228e-05
85,4.13178e-05,4.1317e-05,3.71488e-05,3.71481e-05,3.63428e-05,3.63422e-05
86,4.06222e-05,4.06214e-05,3.5144e-05,3.51434e-05,3.61525e-05,3.61518e-05
87,4.37539e-05,4.3753e-05,3.69665e-05,3.69658e-05,3.71771e-05,3.71764e-05
88,3.82959e-05,3.82951e-05,3.44306e-05,3.443e-05,3.50963e-05,3.50957e-05
89,4.51977e-05,4.51967e-05,3.94688e-05,3.94681e-05,3.69669e-05,3.69662e-05
90,4.18457e-05,4.18448e-05,3.75253e-05,3.75246e-05,3.79804e-05,3.79797e-05
91,4.29696e-05,4.29686e-05,4.11531e-05,4.11523e-05,3.92005e-05,3.91997e-05
92,3.74523e-05,3.74516e-05,3.75115e-05,3.75108e-05,3.86784e-05,3.86777e-05
93,4.40524e-05,4.40514e-05,4.12927e-05,4.12919e-05,4.06442e-05,4.06434e-05
94,3.98372e-05,3.98365e-05,4.07054e-05,4.07046e-05,4.10052e-05,4.10043e-05
95,4.28166e-05,4.28156e-05,4.31775e-05,4.31766e-05,4.23806e-05,4.23797e-05
96,3.72152e-05,3.72145e-05,3.90448e-05,3.9044e-05,4.0356e-05,4.03552e-05
97,4.86268e-05,4.86256e-05,4.58373e-05,4.58362e-05,4.42284e-05,4.42274e-05
98,4.72406e-05,4.72395e-05,4.60519e-05,4.60508e-05,4.55467e-05,4.55456e-05
99,4.94722e-05,4.9471e-05,4.88267e-05,4.88255e-05,4.69642e-05,4.69631e-05
100,4.49715e-05,4.49705e-05,4.70365e-05,4.70354e-05,4.68942e-05,4.68931e-05
101,5.26701e-05,5.26688e-05,4.69043e-05,4.69032e-05,4.60001e-05,4.59991e-05
102,5.20166e-05,5.20152e-05,4.44525e-05,4.44515e-05,4.45036e-05,4.45026e-05
103,5.38973e-05,5.38958e-05,4.86908e-05,4.86897e-05,4.55272e-05,4.55262e-05
104,4.77887e-05,4.77875e-05,4.29792e-05,4.29783e-05,4.33882e-05,4.33873e-05
105,5.6999e-05,5.69974e-05,4.95702e-05,4.95689e-05,4.67645e-05,4.67634e-05
106,5.2346e-05,5.23446e-05,4.79314e-05,4.79302e-05,4.74712e-05,4.74701e-05
107,5.54336e-05,5.5432e-05,5.16083e-05,5.1607e-05,4.71876e-05,4.71865e-05
108,4.91666e-05,4.91654e-05,4.64601e-05,4.6459e-05,4.54055e-05,4.54045e-05
109,5.94173e-05,5.94155e-05,4.92278e-05,4.92266e-05,4.6821e-05,4.68199e-05
110,5.45015e-05,5.45e-05,4.77373e-05,4.77362e-05,4.68241e-05,4.6823e-05
111,5.69355e-05,5.69339e-05,5.10685e-05,5.10672e-05,4.69475e-05,4.69464e-05
112,4.73727e-05,4.73716e-05,4.48287e-05,4.48277e-05,4.40218e-05,4.40208e-05
113,5.93858e-05,5.9384e-05,5.08993e-05,5.0898e-05,4.96493e-05,4.96481e-05
114,5.56409e-05,5.56393e-05,5.10278e-05,5.10265e-05,4.95622e-05,4.9561e-05
115,5.76639e-05,5.76622e-05,5.44461e-05,5.44446e-05,5.01297e-05,5.01285e-05
116,5.25658e-05,5.25644e-05,5.16636e-05,5.16623e-05,4.75457e-05,4.75446e-05
117,6.16015e-05,6.15996e-05,5.42779e-05,5.42765e-05,5.19744e-05,5.19731e-05
118,5.75448e-05,5.75432e-05,5.344e-05,5.34386e-05,5.18782e-05,5.18769e-05
119,6.15797e-05,6.15778e-05,5.86307e-05,5.8629e-05,5.45609e-05,5.45594e-05
120,5.55303e-05,5.55288e-05,5.21282e-05,5.21269e-05,5.13835e-05,5.13822e-05
121,6.17163e-05,6.17144e-05,5.58042e-05,5.58026e-05,5.44069e-05,5.44054e-05
122,5.51126e-05,5.51111e-05,5.35108e-05,5.35093e-05,5.49131e-05,5.49116e-05
123,5.95494e-05,5.95476e-05,5.69852e-05,5.69836e-05,5.73862e-05,5.73845e-05
124,5.60901e-05,5.60885e-05,5.16325e-05,5.16311e-05,5.641e-05,5.64084e-05
125,6.30719e-05,6.307e-05,5.60673e-05,5.60657e-05,5.85834e-05,5.85817e-05
126,6.10342e-05,6.10323e-05,5.36706e-05,5.36692e-05,5.43804e-05,5.43789e-05
127,6.46772e-05,6.46751e-05,5.67031e-05,5.67014e-05,5.66099e-05,5.66083e-05
128,5.47645e-05,5.4763e-05,4.88393e-05,4.88381e-05,5.02178e-05,5.02165e-05
