n,k=3_total_error,k=3_p_fail,k=4_total_error,k=4_p_fail,k=5_total_error,k=5_p_fail
81,1.3817,0.748848,1.21094,0.702082,1.22135,0.705169
82,1.36389,0.744337,1.19699,0.697897,1.17876,0.692341
83,1.40648,0.754995,1.29491,0.726077,1.21754,0.704043
84,1.40087,0.753617,1.18517,0.694304,1.10984,0.670389
85,1.46996,0.770065,1.29101,0.725008,1.26267,0.717104
86,1.44593,0.764472,1.23844,0.710164,1.17131,0.69004
87,1.51502,0.780196,1.33219,0.7361,1.22833,0.70722
88,1.26531,0.717848,1.17167,0.690152,1.09844,0.666608
89,1.51942,0.781161,1.30186,0.727976,1.29596,0.726364
90,1.52193,0.781709,1.32051,0.733,1.24733,0.712731
91,1.50152,0.77721,1.39805,0.752921,1.30444,0.728677
92,1.4166,0.757463,1.32708,0.73475,1.17651,0.691648
93,1.51207,0.779546,1.39014,0.750958,1.3374,0.737472
94,1.49613,0.776004,1.37621,0.747465,1.27857,0.721565
95,1.58548,0.79515,1.49439,0.775615,1.36221,0.743906
96,1.38089,0.748644,1.3258,0.734408,1.25267,0.714259
97,1.60234,0.798575,1.46203,0.768234,1.43994,0.763058
98,1.50508,0.778,1.44601,0.764492,1.45628,0.766899
99,1.58627,0.795313,1.51349,0.77986,1.5419,0.786026
100,1.4933,0.77537,1.36713,0.745162,1.4668,0.769339
101,1.67815,0.813281,1.52385,0.782128,1.55455,0.788716
102,1.62367,0.802826,1.46715,0.769419,1.47741,0.771773
103,1.8169,0.837471,1.55691,0.789214,1.57116,0.792196
104,1.58982,0.796038,1.38419,0.749474,1.35983,0.743295
105,1.80108,0.83488,1.64038,0.806094,1.6203,0.802161
106,1.82184,0.838273,1.61836,0.801776,1.58784,0.795634
107,1.9295,0.85478,1.67158,0.81205,1.63691,0.80542
108,1.8142,0.837031,1.59448,0.796985,1.48044,0.772462
109,1.94218,0.856609,1.71451,0.819947,1.61294,0.800699
110,1.89787,0.850112,1.71489,0.820017,1.58859,0.795788
111,1.98724,0.862926,1.83308,0.840079,1.70068,0.817442
112,1.65641,0.809177,1.6278,0.803639,1.41435,0.756917
113,2.02423,0.867905,1.76806,0.829337,1.68085,0.813784
114,1.982,0.862206,1.7359,0.823759,1.65656,0.809205
115,2.03057,0.868739,1.87862,0.847199,1.79912,0.834555
116,1.82792,0.839253,1.72006,0.820944,1.66311,0.810452
117,1.99036,0.863354,1.86651,0.845337,1.81585,0.8373
118,2.00102,0.864802,1.75501,0.827095,1.76105,0.828136
119,2.16351,0.885079,1.92402,0.853982,1.94428,0.85691
120,1.80436,0.835419,1.68009,0.813643,1.67207,0.812143
121,1.98094,0.862061,1.82847,0.839341,1.84315,0.841682
122,1.98138,0.862122,1.82479,0.838749,1.77212,0.830028
123,2.04632,0.870791,1.94107,0.85645,1.84547,0.842049
124,1.97978,0.8619,1.84565,0.842078,1.72154,0.82121
125,2.16874,0.885678,1.9514,0.857925,1.90483,0.851152
126,2.15903,0.884563,1.92733,0.854464,1.71992,0.820919
127,2.19962,0.889155,2.0903,0.87635,1.85024,0.842801
128,1.85471,0.843502,1.80776,0.835979,1.55973,0.789808
129,2.40541,0.909772,2.06182,0.872777,1.90969,0.851874
130,2.33692,0.903375,2.0134,0.866466,1.85696,0.843854
131,2.51149,0.918853,2.11346,0.879181,1.93646,0.855786
132,2.29666,0.899405,1.87763,0.847048,1.76584,0.828957
133,2.50381,0.918228,2.07292,0.874182,1.9938,0.863823
134,2.4922,0.917272,1.98984,0.863283,1.87394,0.846482
135,2.5733,0.923717,2.09388,0.876792,2.02469,0.867965
136,2.13481,0.881733,1.87227,0.846226,1.83378,0.840191
137,2.55128,0.922018,2.18323,0.887323,2.11457,0.879315
138,2.50308,0.918167,2.13896,0.882223,2.09639,0.877101
139,2.60849,0.926355,2.26747,0.896426,2.24505,0.894078
140,2.37335,0.906832,2.15177,0.883722,2.13745,0.882045
141,2.64149,0.928745,2.2778,0.897491,2.2333,0.892825
142,2.57897,0.924148,2.29247,0.898984,2.12156,0.880155
143,2.60717,0.926257,2.433,0.912227,2.28041,0.897758
144,2.24617,0.894196,2.15655,0.884277,1.8902,0.848959
145,2.61176,0.926595,2.35157,0.904781,2.3316,0.902859
146,2.54728,0.921706,2.29514,0.899252,2.20152,0.889365
147,2.63643,0.928384,2.46022,0.914584,2.3197,0.901697
148,2.42368,0.911405,2.27934,0.897648,2.09212,0.876575
149,2.62063,0.927243,2.45821,0.914412,2.29975,0.899716
150,2.51949,0.919499,2.32444,0.902162,2.26929,0.896615
151,2.78971,0.938561,2.50769,0.918544,2.43634,0.91252
152,2.42059,0.911131,2.21695,0.891059,2.10111,0.87768
153,2.75365,0.936305,2.44248,0.913055,2.43073,0.912027
154,2.83153,0.941078,2.40436,0.909677,2.31088,0.900826
155,2.98169,0.949293,2.55324,0.922171,2.46368,0.914879
156,2.73445,0.93507,2.41716,0.910825,2.25648,0.895282
157,2.96384,0.94838,2.53706,0.920901,2.46612,0.915086
158,2.93199,0.946709,2.48661,0.916809,2.37474,0.906962
159,3.01301,0.950856,2.68417,0.931722,2.55593,0.92238
160,2.41605,0.910726,2.30602,0.900343,2.1679,0.885582
161,3.0743,0.953778,2.64939,0.929306,2.57679,0.923982
162,3.06683,0.953432,2.55635,0.922413,2.42032,0.911107
163,3.15391,0.957315,2.68904,0.932054,2.52629,0.920045
164,2.83354,0.941195,2.51007,0.918738,2.33726,0.903408
165,3.07297,0.953716,2.7216,0.93423,2.62827,0.927797
166,3.0716,0.953653,2.56133,0.922798,2.44538,0.913307
167,3.26238,0.961703,2.69791,0.932654,2.59197,0.925128
168,2.85262,0.942307,2.48838,0.916956,2.24041,0.893585
169,3.05549,0.9529,2.88873,0.944353,2.70015,0.932805
170,3.00738,0.950579,2.83236,0.941126,2.47061,0.915467
171,3.16973,0.957985,2.90199,0.945086,2.62945,0.927882
172,2.88164,0.943957,2.67844,0.93133,2.43442,0.912352
173,3.20056,0.959261,2.90405,0.945199,2.67047,0.93078
174,3.26214,0.961694,2.93096,0.946654,2.53236,0.920529
175,3.32092,0.96388,3.00855,0.950637,2.73596,0.935168
176,2.62044,0.927229,2.61211,0.926621,2.356,0.905201
177,3.26235,0.961702,3.03264,0.951812,2.76287,0.93689
178,3.35673,0.965151,2.99662,0.950045,2.76294,0.936894
179,3.44781,0.968185,3.20452,0.959421,2.84456,0.94184
180,3.30637,0.963351,2.82635,0.940771,2.71861,0.934033
181,3.50113,0.969837,3.12521,0.956072,2.90596,0.945303
182,3.41438,0.967103,2.95894,0.948126,2.76772,0.937195
183,3.51568,0.970272,3.0914,0.954562,2.92454,0.946311
184,3.02248,0.95132,2.72539,0.934479,2.55057,0.921963
185,3.53433,0.970822,3.09512,0.95473,2.98185,0.949301
186,3.50672,0.970005,3.04284,0.952301,2.89045,0.944449
187,3.50222,0.969869,3.1471,0.957024,2.97214,0.948807
188,3.24077,0.960866,2.96423,0.9484,2.6855,0.931813
189,3.48829,0.969447,3.17555,0.958229,2.8729,0.943466
190,3.48087,0.969219,3.08043,0.954061,2.85256,0.942303
191,3.62477,0.973345,3.32072,0.963873,3.07853,0.953973
192,2.93481,0.946859,2.73317,0.934987,2.48928,0.91703
193,3.57259,0.971917,3.23902,0.960798,2.95907,0.948133
194,3.61381,0.973051,3.16438,0.95776,2.90423,0.945209
195,3.67029,0.974531,3.37639,0.96583,3.15858,0.957514
196,3.52074,0.970423,3.06122,0.95317,2.91684,0.945895
197,3.67068,0.974541,3.33773,0.964483,3.23634,0.960693
198,3.54741,0.971201,3.18156,0.958479,3.02908,0.95164
199,3.83582,0.978416,3.29382,0.962888,3.2895,0.962727
200,3.4059,0.966823,3.09847,0.954882,2.97468,0.948936
201,3.79153,0.977439,3.55351,0.971376,3.35511,0.965094
202,3.91235,0.980007,3.3834,0.966068,3.11124,0.955454
203,4.01349,0.98193,3.57918,0.972101,3.3168,0.963731
204,3.74204,0.976294,3.34349,0.964686,3.0139,0.9509
205,4.02213,0.982085,3.50195,0.969861,3.4534,0.968362
206,4.01475,0.981953,3.54714,0.971193,3.09563,0.954753
207,4.1566,0.984339,3.65933,0.97425,3.34998,0.964915
208,3.42375,0.96741,3.23841,0.960774,2.84193,0.941687
209,4.12446,0.983828,3.66491,0.974394,3.39924,0.966601
210,4.09883,0.983408,3.61683,0.973132,3.32412,0.963996
211,4.17144,0.98457,3.79016,0.977408,3.32232,0.963931
212,3.85937,0.978919,3.46897,0.968851,3.10707,0.955268
213,4.13936,0.984067,3.73719,0.976179,3.53424,0.970819
214,4.15447,0.984306,3.55469,0.97141,3.33706,0.964459
215,4.36137,0.987239,3.75432,0.976584,3.55489,0.971415
216,3.54722,0.971196,3.36588,0.965468,3.08352,0.954202
217,3.98367,0.981383,3.82091,0.978092,3.64885,0.973979
218,3.96008,0.980938,3.66102,0.974294,3.43552,0.967792
219,4.17098,0.984563,3.83243,0.978343,3.64934,0.973992
220,3.91772,0.980114,3.58039,0.972135,3.40548,0.966809
221,4.18358,0.984756,3.88313,0.979414,3.68633,0.974936
222,4.24331,0.98564,3.75758,0.97666,3.4546,0.9684
223,4.27952,0.986151,4.05481,0.982661,3.69279,0.975098
224,3.51636,0.970293,3.3066,0.963359,3.03423,0.951888
225,4.33291,0.986871,3.86318,0.978999,3.74386,0.976338
226,4.15903,0.984377,3.75001,0.976483,3.60769,0.972886
227,4.38616,0.987552,3.97636,0.981246,3.83365,0.97837
228,4.27739,0.986121,3.65302,0.974087,3.51056,0.97012
229,4.49024,0.988782,3.95793,0.980897,3.78939,0.977391
230,4.49934,0.988884,3.72458,0.975877,3.67146,0.974561
231,4.60448,0.989993,3.90191,0.979797,3.94222,0.980595
232,3.95694,0.980878,3.65768,0.974208,3.39349,0.966409
233,4.5763,0.989707,4.16145,0.984415,3.88374,0.979426
234,4.48987,0.988778,3.96097,0.980955,3.76184,0.976759
235,4.39165,0.98762,4.11005,0.983593,4.00601,0.981794
236,4.1061,0.983528,3.84575,0.97863,3.56505,0.971705
237,4.69299,0.990841,4.05505,0.982665,3.99839,0.981655
238,4.41531,0.987909,4.06578,0.98285,3.80128,0.977658
239,4.60172,0.989965,4.22272,0.985341,4.18777,0.98482
240,3.83668,0.978435,3.66754,0.974461,3.46036,0.968581
241,4.35432,0.987149,4.19153,0.984877,3.94037,0.980559
242,4.20886,0.985137,4.13542,0.984004,3.8428,0.978567
243,4.46845,0.988535,4.38207,0.9875,4.07076,0.982936
244,4.11573,0.983686,3.99982,0.981681,3.7536,0.976567
245,4.59685,0.989916,4.32288,0.986738,4.14228,0.984113
246,4.47377,0.988596,4.0815,0.983118,3.80685,0.977782
247,4.72945,0.991169,4.40514,0.987786,4.04703,0.982526
248,4.17163,0.984573,3.87025,0.979147,3.52676,0.9706
249,4.62629,0.990209,4.33937,0.986955,4.09828,0.983399
250,4.60489,0.989997,4.19175,0.98488,3.82196,0.978115
